日期,年份,内容,标题,事件
1月30日,1882年,美国政治家罗斯福出生,,event
1月30日,1900年,中国历史学家吕振羽出生于湖南省邵阳县金称市镇,,event
1月30日,1915年,英国政治家约翰·普罗富莫出生,,event
1月30日,1932年,日本四大“经营之圣”之一稻盛和夫 出生,,event
1月30日,1941年,美国政治家迪克·切尼出生,,event
1月30日,1943年,英美空军袭击柏林,,event
1月30日,1946年,联合国大会在伦敦召开首次会议,,event
1月30日,1948年,飞机的发明人奥维尔·莱特去世,,event
1月30日,1948年,印度国父、“圣雄”甘地遇刺身亡,,event
1月30日,1963年,法国钢琴家弗朗西·普朗克逝世,,event
1月30日,1966年,中国紫金山天文台发现一颗“安徽”小行星(图),,event
1月30日,1969年,中华民国副总统李宗仁逝世,,event
1月30日,1972年,“血腥星期日”事件,,event
1月30日,1983年,中国物理学家王竹溪逝世,,event
1月31日,1543 年,江户幕府第一任征夷大将军德川家康出生,,event
1月31日,1797 年,奥地利著名音乐家，早期浪漫主义音乐的代表人物舒伯特出生,,event
1月31日,1870 年,美国大都会艺术博物馆建立,,event
1月31日,1900 年,制定拳击规则的昆斯伯里逝世,,event
1月31日,1919 年,美国职棒大联盟黑人球员罗宾森出生,,event
1月31日,1929 年,德国物理学家鲁道夫·穆斯堡尔出生,,event
1月31日,1933 年,英国作家高尔斯·华绥逝世,,event
1月31日,1946 年,南斯拉夫通过新宪法，确定联邦制,,event
1月31日,1949 年,平津战役结束，北平和平解放,,event
1月31日,1958 年,美国发射第一颗人造地球卫星探险者一号,,event
1月31日,1961 年,中国近现代林业事业的奠基人韩安逝世,,event
1月31日,1965 年,中国现代金石学家王襄 逝世,,event
1月31日,1971 年,韩国女明星李英爱出生,,event
1月31日,1976 年,中国文艺理论家冯雪峰逝世,,event
1月31日,1997 年,欧洲投资银行首次发行欧元债券,,event
2月1日,1328年,法国卡佩王朝国王查理四世逝世,,event
2月1日,1662年,明末清初军事家，抗清名将，民族英雄郑成功从荷兰殖民者手中收复台湾,,event
2月1日,1805年,法国早期工人运动杰出领袖路易·奥古斯特·布朗基出生,,event
2月1日,1835年,毛里求斯废除奴隶制,,event
2月1日,1851年,英国作家玛丽·雪莱逝世,,event
2月1日,1894年,奥斯卡最佳导演奖得主约翰·福特出生,,event
2月1日,1931年,俄罗斯联邦前总统叶利钦出生,,event
2月1日,1942年,中国共产党开展延安整风运动,,event
2月1日,1952年,生物化学家钱永健出生,,event
2月1日,1956年,香港政界人物陆恭蕙出生,,event
2月1日,1976年,量子力学的创立者沃纳·海森堡逝世,,event
2月1日,1979年,第一家胶囊旅馆Capsule Inn在大阪市梅田区开始营业,,event
2月1日,2003年,美国哥伦比亚号航天飞机坠毁,,event
2月1日,2012年,诺贝尔文学奖得主维斯瓦娃·辛波丝卡逝世,,event
2月2日,1421年,明朝正式迁都北京,,event
2月2日,1895年,二·二八事件受难者陈澄波出生,,event
2月2日,1901年,立陶宛小提琴家亚莎·海菲兹出生,,event
2月2日,1919年,葡萄牙宣布成立君主国,,event
2月2日,1920年,北洋政府教育部发布中国第一套法定的新式标点符号,,event
2月2日,1925年,军事理论家米哈伊尔·伏龙芝逝世,,event
2月2日,1937年,东北军将领王以哲逝世,,event
2月2日,1943年,斯大林格勒会战结束,,event
2月2日,1948年,台湾漫画家蔡志忠出生,,event
2月2日,1960年,香港著名演员惠英红出生,,event
2月2日,1970年,英国哲学家伯特兰·罗素逝世,,event
2月2日,1977年,世界杯主题曲《Wakawaka》演唱者夏奇拉出生,,event
2月2日,1990年,南非总统德克勒克宣布废除南非种族隔离制度,,event
2月3日,960年,赵匡胤发动陈桥兵变，黄袍加身，宋朝建立,,event
2月3日,1468年,西方铅活字印刷术发明人古登堡逝世,,event
2月3日,1481年,奥斯曼帝国穆罕默德二世继承王位,,event
2月3日,1573年,日本战国时代武将村上义清出生,,event
2月3日,1809年,德国作曲家费利克斯·门德尔松出生,,event
2月3日,1830年,希腊在伦敦会议上宣布独立,,event
2月3日,1894年,美国画家诺曼·洛克威尔出生,,event
2月3日,1894年,中国作家许地山出生,,event
2月3日,1899年,中国著名小说家、戏剧家、杰出语言大师老舍出生,,event
2月3日,1901年,日本思想家福泽谕吉逝世,,event
2月3日,1911年,农业教育家丁振麟出生,,event
2月3日,1918年,《纽约时报》开始在全美发行,,event
2月3日,1924年,美国第28任总统伍德罗·威尔逊逝世,,event
2月3日,1997年,南非永久宪法生效，种族隔离制度结束,,event
2月3日,1999年,军事政治工作领导者余秋里逝世,,event
2月4日,266年,司马炎称帝，晋朝建立,,event
2月4日,1553年,日本丰臣五大老之一、江户时期名将毛利辉元出生,,event
2月4日,1861年,美利坚联盟国正式成立,,event
2月4日,1894年,萨克斯风发明者阿道夫·萨克斯逝世,,event
2月4日,1897年,德国政治家路德维希·艾哈德出生,,event
2月4日,1901年,李小龙之父、粤剧四大丑生之一李海泉出生,,event
2月4日,1904年,中国政治家、新中国第一任总理周恩来的发妻邓颖超出生,,event
2月4日,1906年,冥王星的发现者克莱德·威廉·汤博出生,,event
2月4日,1912年,赖希海尔德发明降落伞,,event
2月4日,1923年,震惊中外的京汉铁路工人大罢工开始,,event
2月4日,1928年,荷兰物理学家洛伦兹逝世,,event
2月4日,1976年,危地马拉发生7.5级大地震，约23000人死亡,,event
2月4日,1983年,中国诗人萧三逝世,,event
2月4日,1993年,相声大师侯宝林逝世,,event
2月4日,2006年,美国妇女运动奠基人贝蒂·弗里丹逝世,,event
2月5日,249年,司马懿发动政变控制洛阳,,event
2月5日,1500年,意大利从法国人手里收复了米兰,,event
2月5日,1661年,大清入主中原的第一位君主、清世祖爱新觉罗·福临逝世,,event
2月5日,1788年,英国首相罗伯特·皮尔出生,,event
2月5日,1907年,晚清著名文学家俞樾逝世,,event
2月5日,1912年,中国现代文学家何其芳出生,,event
2月5日,1914年,园艺教育家谭其猛出生,,event
2月5日,1971年,美国阿波罗14号宇航员登上月球,,event
2月5日,1983年,“里昂屠夫”克劳斯·巴比引渡归案,,event
2月5日,1994年,萨拉热窝市内遭炮击,,event
2月5日,1994年,现代纺织工业的奠基人钱之光逝世,,event
2月5日,2012年,钱学森夫人蒋英逝世,,event
2月6日,1181年,日本第80代天皇高仓天皇逝世,,event
2月6日,1665年,英国安妮女王出生,,event
2月6日,1685年,苏格兰及英格兰国王查理二世逝世,,event
2月6日,1689年,英国发生光荣革命，为君主立宪制奠定了基础,,event
2月6日,1802年,英国物理学家查尔斯·惠斯通出生,,event
2月6日,1840年,新西兰成为英国殖民地,,event
2月6日,1903年,世界著名钢琴家克劳迪奥·阿劳出生,,event
2月6日,1909年,中国的封建社会等级制度的象征之一奴婢制度宣告终结,,event
2月6日,1911年,美国第40任总统罗纳德·里根出生于美国伊利诺伊州坦皮科城,,event
2月6日,1928年,周文雍与陈铁军在广州就义，史称“刑场上的婚礼”,,event
2月6日,1952年,英国国王乔治六世逝世,,event
2月6日,1958年,慕尼黑空难发生，8名曼联队球员丧生,,event
2月6日,1983年,台湾著名艺术家李梅树逝世,,event
2月6日,2008年,美国南部遭龙卷风袭击，58人死亡,,event
2月7日,199年,三国时期名将吕布逝世,,event
2月7日,1477年,《乌托邦》作者托马斯·莫尔出生,,event
2月7日,1799年,清朝乾隆皇帝爱新觉罗·弘历驾崩,,event
2月7日,1807年,埃劳战役爆发,,event
2月7日,1812年,英国小说家查尔斯·狄更斯出生,,event
2月7日,1834年,俄国化学家德米特里·门捷列夫出生,,event
2月7日,1885年,美国作家辛克莱·刘易斯出生,,event
2月7日,1906年,清朝末代皇帝爱新觉罗·溥仪出生于风雨飘摇的大清帝国。,,event
2月7日,1923年,吴佩孚制造二七惨案,,event
2月7日,1965年,李小龙之父李海泉逝世,,event
2月7日,1974年,中国地理学家竺可桢逝世,,event
2月7日,1986年,海地总统让·克劳德·杜瓦利埃携家眷出逃,,event
2月7日,1991年,英国首相官邸唐宁街10号遭爱尔兰共和军炮击,,event
2月7日,1998年,第18届冬奥会时隔二十六年后再一次在日本开幕,,event
2月7日,1999年,约旦国王侯赛因·宾·塔拉勒逝世,,event
2月8日,1265年,伊利汗国的建立者旭烈兀逝世,,event
2月8日,1587年,苏格兰女王玛丽一世被斩首处死,,event
2月8日,1819年,英国作家与艺术评论家约翰·拉斯金出生,,event
2月8日,1828年,法国科幻小说先驱儒勒·凡尔纳出生,,event
2月8日,1902年,内蒙古王公德王出生,,event
2月8日,1904年,日俄战争爆发,,event
2月8日,1918年,赫里克发表第一张记录心脏功能的心电图,,event
2月8日,1921年,无政府主义者彼得·克鲁泡特金逝世,,event
2月8日,1926年,美国考古探察队在墨西哥发现玛雅金字塔,,event
2月8日,1932年,好莱坞电影配乐大师约翰·威廉姆斯出生,,event
2月8日,1947年,中国教授易中天出生,,event
2月8日,1957年,匈牙利裔美国数学家约翰·冯·诺依曼逝世,,event
2月8日,1982年,北京国际马拉松赛被纳入正式的国际马拉松比赛,,event
2月8日,2001年,民国四大家族成员陈立夫逝世,,event
2月8日,2002年,新加坡首任民选总统王鼎昌逝世,,event
2月9日,公元前140年,汉朝名将霍去病出生,,event
2月9日,1135年,金朝第二位皇帝完颜晟逝世,,event
2月9日,1199年,日本第一位幕府将军源赖朝逝世,,event
2月9日,1234年,蔡州沦陷，金朝灭亡,,event
2月9日,1234年,金朝第九位皇帝完颜守绪逝世,,event
2月9日,1700年,瑞士数学、物理学、医学家丹尼尔·伯努利出生,,event
2月9日,1773年,美国第九任总统威廉·亨利·哈里森出生,,event
2月9日,1825年,约翰·昆西·亚当斯当选为美国总统,,event
2月9日,1846年,德国汽车工程师威廉·迈巴赫出生,,event
2月9日,1849年,罗马共和国宣布成立,,event
2月9日,1863年,红十字国际委员会在瑞士的日内瓦成立,,event
2月9日,1881年,俄国作家陀思妥耶夫斯基逝世,,event
2月9日,1979年,国际影星章子怡出生,,event
2月9日,1993年,荷兰法律允许医生对病人实施安乐死,,event
2月10日,589年,杨坚灭陈朝，南北朝结束,,event
2月10日,1148年,重阳真人王喆弟子，全真道教七真之一的全真教掌教丘处机出生,,event
2月10日,1162年,梅利桑德女王和富尔克国王的长子耶路撒冷国王鲍德温三世逝世,,event
2月10日,1307年,元朝皇帝元成宗铁穆耳逝世,,event
2月10日,1755年,法国资产阶级的启蒙思想家孟德斯鸠逝世,,event
2月10日,1837年,俄国诗人普希金逝世,,event
2月10日,1890年,俄罗斯小说家帕斯捷尔纳克出生,,event
2月10日,1894年,英国政治家哈罗德·麦克米伦出生,,event
2月10日,1898年,德国戏剧家贝尔托·布莱希特出生,,event
2月10日,1907年,中国在陕西延长勘定第一口石油矿井,,event
2月10日,1923年,德国物理学家、X射线发现者伦琴逝世,,event
2月10日,1950年,美国游泳运动员马克·施皮茨出生,,event
2月10日,1953年,穆罕默德·纳吉布出任埃及总统,,event
2月10日,2005年,朝鲜宣布已拥有核武器,,event
2月11日,643年,唐朝政治家魏征逝世,,event
2月11日,1650年,法国哲学家勒内·笛卡儿逝世,,event
2月11日,1847年,美国发明家爱迪生出生,,event
2月11日,1861年,亚伯拉罕·林肯就任美国第16任总统,,event
2月11日,1895年,北洋海军在威海刘公岛向日本军队投降,,event
2月11日,1908年,爱迪生获得发明电影放映机专利权,,event
2月11日,1921年,台湾政治人物秦孝仪出生,,event
2月11日,1934年,巴拿马政治人物曼纽尔·诺列加出生,,event
2月11日,1936年,卓别林的无声电影《摩登时代》在伦敦上演,,event
2月11日,1947年,日本政治人物鸠山由纪夫出生,,event
2月11日,1948年,苏联电影导演爱森斯坦逝世,,event
2月11日,1949年,中华民国国旗歌作词者戴季陶逝世,,event
2月11日,1990年,纳尔逊·曼德拉被释放,,event
2月11日,2003年,中国相声泰斗马三立逝世,,event
2月11日,2014年,美国著名童星秀兰·邓波儿逝世,,event
2月12日,712年,唐朝诗人杜甫出生,,event
2月12日,1768年,奥地利帝国首位皇帝弗朗茨二世出生,,event
2月12日,1804年,楞次定律发现者海因里希·楞次出生,,event
2月12日,1804年,德国哲学家伊曼努尔·康德逝世,,event
2月12日,1809年,英国生物学家查尔斯·达尔文出生,,event
2月12日,1809年,美国第16任总统亚伯拉罕·林肯出生,,event
2月12日,1818年,智利从西班牙殖民统治中独立,,event
2月12日,1874年,夏威夷王国卡拉卡瓦国王登基,,event
2月12日,1895年,著名爱国将领丁汝昌逝世,,event
2月12日,1912年,溥仪退位，延续两千多年的封建帝制结束,,event
2月12日,1922年,庇护十一世当选教皇,,event
2月12日,1924年,考古学家打开古埃及法老图坦卡蒙的石棺,,event
2月12日,1979年,法国著名导演让·雷诺阿逝世,,event
2月12日,2000年,史努比的父亲查尔斯·舒尔茨逝世,,event
2月12日,2005年,法国共产党创始人和领导人之一马赛尔·加香逝世,,event
2月13日,106年,东汉第四位皇帝汉和帝刘肇逝世,,event
2月13日,1258年,蒙古帝国西征军占领巴格达，阿拉伯帝国灭亡,,event
2月13日,1575年,亨利三世登基成为法国国王,,event
2月13日,1668年,葡萄牙正式被承认独立,,event
2月13日,1766年,英国经济学家托马斯·马尔萨斯出生,,event
2月13日,1768年,俄国著名作家伊万·克雷洛夫出生,,event
2月13日,1883年,德国作曲家和音乐戏剧家理查德·瓦格纳逝世,,event
2月13日,1910年,晶体管的发明者威廉·肖克利出生,,event
2月13日,1915年,缅甸将军昂山出生,,event
2月13日,1928年,英国医学家弗莱明在一次意外的实验中发现青霉素,,event
2月13日,1952年,中国台湾著名作家、公共知识分子龙应台出生,,event
2月13日,1993年,中国国民党名将宋希濂逝世,,event
2月13日,2006年,中国科学院、中国工程院院士王选逝世,,event
2月13日,2007年,马英九辞去中国国民党党主席一职,,event
